xpath,versions,description
/IRS990/BooksInCareOfDetail,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of
/IRS990/BooksInCareOfDetail/BusinessName/BusinessNameLine1,2013v3.0;2013v3.1;2013v4.0,[BooksInCareOfDetail] The books are in care of; [BusinessName] Name - Business; [BusinessNameLine1] Business name line 1
/IRS990/BooksInCareOfDetail/BusinessName/BusinessNameLine1Txt,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [BusinessName] Name - Business; [BusinessNameLine1Txt] Business name line 1
/IRS990/BooksInCareOfDetail/BusinessName/BusinessNameLine2,2013v3.0;2013v3.1;2013v4.0,[BooksInCareOfDetail] The books are in care of; [BusinessName] Name - Business; [BusinessNameLine2] Business name line 2
/IRS990/BooksInCareOfDetail/BusinessName/BusinessNameLine2Txt,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [BusinessName] Name - Business; [BusinessNameLine2Txt] Business name line 2
/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine1,2013v3.0;2013v3.1;2013v4.0,[BooksInCareOfDetail] The books are in care of; [ForeignAddress] Address - Foreign; [AddressLine1] Address line 1
/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine1Txt,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [ForeignAddress] Address - Foreign; [AddressLine1Txt] Address line 1
/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine2,2013v3.0;2013v3.1;2013v4.0,[BooksInCareOfDetail] The books are in care of; [ForeignAddress] Address - Foreign; [AddressLine2] Address line 2
/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine2Txt,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [ForeignAddress] Address - Foreign; [AddressLine2Txt] Address line 2
/IRS990/BooksInCareOfDetail/ForeignAddress/City,2013v3.0;2013v3.1;2013v4.0,[BooksInCareOfDetail] The books are in care of; [ForeignAddress] Address - Foreign; [City] City
/IRS990/BooksInCareOfDetail/ForeignAddress/CityNm,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [ForeignAddress] Address - Foreign; [CityNm] City
/IRS990/BooksInCareOfDetail/ForeignAddress/Country,2013v3.0;2013v3.1;2013v4.0,[BooksInCareOfDetail] The books are in care of; [ForeignAddress] Address - Foreign; [Country] Country
/IRS990/BooksInCareOfDetail/ForeignAddress/CountryCd,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [ForeignAddress] Address - Foreign; [CountryCd] Country
/IRS990/BooksInCareOfDetail/ForeignAddress/ForeignPostalCd,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [ForeignAddress] Address - Foreign; [ForeignPostalCd] Postal code
/IRS990/BooksInCareOfDetail/ForeignAddress/PostalCode,2013v3.0;2013v3.1;2013v4.0,[BooksInCareOfDetail] The books are in care of; [ForeignAddress] Address - Foreign; [PostalCode] Postal code
/IRS990/BooksInCareOfDetail/ForeignAddress/ProvinceOrState,2013v3.0;2013v3.1;2013v4.0,[BooksInCareOfDetail] The books are in care of; [ForeignAddress] Address - Foreign; [ProvinceOrState] Province or state
/IRS990/BooksInCareOfDetail/ForeignAddress/ProvinceOrStateNm,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [ForeignAddress] Address - Foreign; [ProvinceOrStateNm] Province or state
/IRS990/BooksInCareOfDetail/PersonNm,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [PersonNm] Name - Person
/IRS990/BooksInCareOfDetail/PhoneNum,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [PhoneNum] Telephone number
/IRS990/BooksInCareOfDetail/USAddress/AddressLine1,2013v3.0;2013v3.1;2013v4.0,[BooksInCareOfDetail] The books are in care of; [USAddress] Address - US; [AddressLine1] Address line 1
/IRS990/BooksInCareOfDetail/USAddress/AddressLine1Txt,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [USAddress] Address - US; [AddressLine1Txt] Address line 1
/IRS990/BooksInCareOfDetail/USAddress/AddressLine2,2013v3.0;2013v3.1;2013v4.0,[BooksInCareOfDetail] The books are in care of; [USAddress] Address - US; [AddressLine2] Address line 2
/IRS990/BooksInCareOfDetail/USAddress/AddressLine2Txt,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [USAddress] Address - US; [AddressLine2Txt] Address line 2
/IRS990/BooksInCareOfDetail/USAddress/City,2013v3.0;2013v3.1;2013v4.0,[BooksInCareOfDetail] The books are in care of; [USAddress] Address - US; [City] City
/IRS990/BooksInCareOfDetail/USAddress/CityNm,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [USAddress] Address - US; [CityNm] City
/IRS990/BooksInCareOfDetail/USAddress/State,2013v3.0;2013v3.1;2013v4.0,[BooksInCareOfDetail] The books are in care of; [USAddress] Address - US; [State] State
/IRS990/BooksInCareOfDetail/USAddress/StateAbbreviationCd,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [USAddress] Address - US; [StateAbbreviationCd] State
/IRS990/BooksInCareOfDetail/USAddress/ZIPCd,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BooksInCareOfDetail] The books are in care of; [USAddress] Address - US; [ZIPCd] ZIP code
/IRS990/BooksInCareOfDetail/USAddress/ZIPCode,2013v3.0;2013v3.1;2013v4.0,[BooksInCareOfDetail] The books are in care of; [USAddress] Address - US; [ZIPCode] ZIP code
/IRS990/BsnssRltnshpThruFamilyMember,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[BsnssRltnshpThruFamilyMember] Business relationship thru family member?
/IRS990/BsnssRltnshpWithOrganization,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[BsnssRltnshpWithOrganization] Business relationship with organization?
/IRS990/BusinessRlnWithFamMemInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BusinessRlnWithFamMemInd] Business relationship thru family member?
/IRS990/BusinessRlnWithOfficerEntInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[BusinessRlnWithOfficerEntInd] Officer, etc. of entity with business relationship?"
/IRS990/BusinessRlnWithOrgMemInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[BusinessRlnWithOrgMemInd] Business relationship with organization?
/IRS990/CYBenefitsPaidToMembersAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CYBenefitsPaidToMembersAmt] Benefits paid to members - current year
/IRS990/CYContributionsGrantsAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CYContributionsGrantsAmt] Contributions and grants - current year
/IRS990/CYGrantsAndSimilarPaidAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CYGrantsAndSimilarPaidAmt] Grants and similar amounts - current year
/IRS990/CYInvestmentIncomeAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CYInvestmentIncomeAmt] Investment income - current year
/IRS990/CYOtherExpensesAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CYOtherExpensesAmt] Other expenses - current year
/IRS990/CYOtherRevenueAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CYOtherRevenueAmt] Other revenue - current year
/IRS990/CYProgramServiceRevenueAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CYProgramServiceRevenueAmt] Program service revenue - current year
/IRS990/CYRevenuesLessExpensesAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CYRevenuesLessExpensesAmt] Revenues less expenses - current year
/IRS990/CYSalariesCompEmpBnftPaidAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[CYSalariesCompEmpBnftPaidAmt] Salaries, etc - current year"
/IRS990/CYTotalExpensesAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CYTotalExpensesAmt] Total Expenses - current year
/IRS990/CYTotalFundraisingExpenseAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CYTotalFundraisingExpenseAmt] Total fundraising expense - current year
/IRS990/CYTotalProfFndrsngExpnsAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CYTotalProfFndrsngExpnsAmt] Total professional fundraising expense - current year
/IRS990/CYTotalRevenueAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CYTotalRevenueAmt] Total revenue - current year
/IRS990/CapStckTrstPrinCurrentFunds/BOY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[CapStckTrstPrinCurrentFunds] Capital stock or trust principal, or current funds; [BOY] Beginnning of year"
/IRS990/CapStckTrstPrinCurrentFunds/EOY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[CapStckTrstPrinCurrentFunds] Capital stock or trust principal, or current funds; [EOY] Ending of year"
/IRS990/CapStkTrPrinCurrentFundsGrp/BOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[CapStkTrPrinCurrentFundsGrp] Capital stock or trust principal, or current funds; [BOYAmt] Beginnning of year"
/IRS990/CapStkTrPrinCurrentFundsGrp/EOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[CapStkTrPrinCurrentFundsGrp] Capital stock or trust principal, or current funds; [EOYAmt] Ending of year"
/IRS990/CashNonInterestBearing/BOY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CashNonInterestBearing] Cash - Non interest bearing; [BOY] Beginnning of year
/IRS990/CashNonInterestBearing/EOY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CashNonInterestBearing] Cash - Non interest bearing; [EOY] Ending of year
/IRS990/CashNonInterestBearingGrp/BOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CashNonInterestBearingGrp] Cash - Non interest bearing; [BOYAmt] Beginnning of year
/IRS990/CashNonInterestBearingGrp/EOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CashNonInterestBearingGrp] Cash - Non interest bearing; [EOYAmt] Ending of year
/IRS990/ChangeToOrgDocumentsInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ChangeToOrgDocumentsInd] Changes to organizing docs?
/IRS990/ChangesToOrganizingDocs,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ChangesToOrganizingDocs] Changes to organizing docs?
/IRS990/CntrbtnsRprtdFundraisingEvents,2009v1.0;2009v1.1,[CntrbtnsRprtdFundraisingEvents] Contributions reported from fundraising events on line 1c
/IRS990/CntrbtnsRprtdFundraisingEvents,2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[CntrbtnsRprtdFundraisingEvents] Contributions reported from fundraising events on line 1c, Line 8a underline"
/IRS990/CntrctRcvdGreaterThan100KCnt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CntrctRcvdGreaterThan100KCnt] Number of contractors greater than $100K
/IRS990/CollectionsOfArt,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CollectionsOfArt] Collections of art?
/IRS990/CollectionsOfArtInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CollectionsOfArtInd] Collections of art?
/IRS990/CompCurrentOfcrDirectorsGrp/FundraisingAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[CompCurrentOfcrDirectorsGrp] Compensation of current officers, directors, and key employees; [FundraisingAmt] Fundraising"
/IRS990/CompCurrentOfcrDirectorsGrp/ManagementAndGeneralAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[CompCurrentOfcrDirectorsGrp] Compensation of current officers, directors, and key employees; [ManagementAndGeneralAmt] Management and general"
/IRS990/CompCurrentOfcrDirectorsGrp/ProgramServicesAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[CompCurrentOfcrDirectorsGrp] Compensation of current officers, directors, and key employees; [ProgramServicesAmt] Program services"
/IRS990/CompCurrentOfcrDirectorsGrp/TotalAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[CompCurrentOfcrDirectorsGrp] Compensation of current officers, directors, and key employees; [TotalAmt] Total"
/IRS990/CompCurrentOfficersDirectors/Fundraising,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[CompCurrentOfficersDirectors] Compensation of current officers, directors, and key employees; [Fundraising] Fundraising"
/IRS990/CompCurrentOfficersDirectors/ManagementAndGeneral,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[CompCurrentOfficersDirectors] Compensation of current officers, directors, and key employees; [ManagementAndGeneral] Management and general"
/IRS990/CompCurrentOfficersDirectors/ProgramServices,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[CompCurrentOfficersDirectors] Compensation of current officers, directors, and key employees; [ProgramServices] Program services"
/IRS990/CompCurrentOfficersDirectors/Total,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[CompCurrentOfficersDirectors] Compensation of current officers, directors, and key employees; [Total] Total"
/IRS990/CompDisqualPersons/Fundraising,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CompDisqualPersons] Compensation and other distributions not included above to disqualified persons; [Fundraising] Fundraising
/IRS990/CompDisqualPersons/ManagementAndGeneral,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CompDisqualPersons] Compensation and other distributions not included above to disqualified persons; [ManagementAndGeneral] Management and general
/IRS990/CompDisqualPersons/ProgramServices,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CompDisqualPersons] Compensation and other distributions not included above to disqualified persons; [ProgramServices] Program services
/IRS990/CompDisqualPersons/Total,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CompDisqualPersons] Compensation and other distributions not included above to disqualified persons; [Total] Total
/IRS990/CompDisqualPersonsGrp/FundraisingAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CompDisqualPersonsGrp] Compensation and other distributions not included above to disqualified persons; [FundraisingAmt] Fundraising
/IRS990/CompDisqualPersonsGrp/ManagementAndGeneralAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CompDisqualPersonsGrp] Compensation and other distributions not included above to disqualified persons; [ManagementAndGeneralAmt] Management and general
/IRS990/CompDisqualPersonsGrp/ProgramServicesAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CompDisqualPersonsGrp] Compensation and other distributions not included above to disqualified persons; [ProgramServicesAmt] Program services
/IRS990/CompDisqualPersonsGrp/TotalAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CompDisqualPersonsGrp] Compensation and other distributions not included above to disqualified persons; [TotalAmt] Total
/IRS990/CompensationFromOtherSources,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CompensationFromOtherSources] Compensation from other sources?
/IRS990/CompensationFromOtherSrcsInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CompensationFromOtherSrcsInd] Compensation from other sources?
/IRS990/CompensationProcessCEO,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CompensationProcessCEO] Compensation process CEO?
/IRS990/CompensationProcessCEOInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CompensationProcessCEOInd] Compensation process CEO?
/IRS990/CompensationProcessOther,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[CompensationProcessOther] Compensation process other?
/IRS990/CompensationProcessOtherInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[CompensationProcessOtherInd] Compensation process other?
/IRS990/ComplianceWithBackupWitholding,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ComplianceWithBackupWitholding] Compliance with backup witholding?
/IRS990/ConferencesMeetings/Fundraising,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[ConferencesMeetings] Conferences, conventions and meetings; [Fundraising] Fundraising"
/IRS990/ConferencesMeetings/ManagementAndGeneral,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[ConferencesMeetings] Conferences, conventions and meetings; [ManagementAndGeneral] Management and general"
/IRS990/ConferencesMeetings/ProgramServices,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[ConferencesMeetings] Conferences, conventions and meetings; [ProgramServices] Program services"
/IRS990/ConferencesMeetings/Total,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[ConferencesMeetings] Conferences, conventions and meetings; [Total] Total"
/IRS990/ConferencesMeetingsGrp/FundraisingAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[ConferencesMeetingsGrp] Conferences, conventions and meetings; [FundraisingAmt] Fundraising"
/IRS990/ConferencesMeetingsGrp/ManagementAndGeneralAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[ConferencesMeetingsGrp] Conferences, conventions and meetings; [ManagementAndGeneralAmt] Management and general"
/IRS990/ConferencesMeetingsGrp/ProgramServicesAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[ConferencesMeetingsGrp] Conferences, conventions and meetings; [ProgramServicesAmt] Program services"
/IRS990/ConferencesMeetingsGrp/TotalAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[ConferencesMeetingsGrp] Conferences, conventions and meetings; [TotalAmt] Total"
/IRS990/ConflictOfInterestPolicy,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ConflictOfInterestPolicy] Conflict of interest policy?
/IRS990/ConflictOfInterestPolicyInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ConflictOfInterestPolicyInd] Conflict of interest policy?
/IRS990/ConservationEasements,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ConservationEasements] Conservation easements?
/IRS990/ConservationEasementsInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ConservationEasementsInd] Conservation easements?
/IRS990/ConsolidatedAuditFinancialStmt,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ConsolidatedAuditFinancialStmt] Consolidated audited financial statement?
/IRS990/ConsolidatedAuditFinclStmtInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ConsolidatedAuditFinclStmtInd] Consolidated audited financial statement?
/IRS990/ContractTerminationInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[ContractTerminationInd] Termination or contraction
